player_id,name,club,years,matches,goals,url,birthdate
160,leif larsson,GAIS,1948,3,2,https://goteborgsalliansen.se/spelare/Leif-Larsson_160,1921-12-10
160,leif larsson,GAIS,1948,3,2,https://goteborgsalliansen.se/spelare/Leif-Larsson_160,1921-12-10
7,nils larsson,Örgryte IS,"1921,1923",2,0,https://goteborgsalliansen.se/spelare/Nils-Larsson_7,1897-03-22
332,osborn larsson,GAIS,"1974,1979",2,0,https://goteborgsalliansen.se/spelare/Osborn-Larsson_332,1951-05-30
349,thomas larsson,Örgryte IS,1979,1,2,https://goteborgsalliansen.se/spelare/Thomas-Larsson_349,1955-01-20
12,torilld larsson,IFK Göteborg,"1931,1932,1933",6,0,https://goteborgsalliansen.se/spelare/Torilld-Larsson_12,1908-01-05
43,erik levin,IFK Göteborg,1922,2,0,https://goteborgsalliansen.se/spelare/Erik-Levin_43,1899-11-30
68,helge liljebjörn,GAIS,"1930,1931,1932,1933,1934,1935,1936,1937,1938",18,0,https://goteborgsalliansen.se/spelare/Helge-Liljebj%C3%B6rn_68,1904-08-16
3,erik liljenberg,Örgryte IS,"1921,1922",6,0,https://goteborgsalliansen.se/spelare/Erik-Liljenberg_3,1894-09-11
118,folke lind,GAIS,"1933,1934,1935,1936,1937,1938,1939,1942,1945,1946,1947",16,0,https://goteborgsalliansen.se/spelare/Folke-Lind_118,1913-04-04
273,gunro lindberg,IFK Göteborg,"1962,1963",2,0,https://goteborgsalliansen.se/spelare/Gunro-Lindberg_273,1937-01-09
150,roland lindberg,Gårda BK,1939,2,0,https://goteborgsalliansen.se/spelare/Roland-Lindberg_150,1910-05-15
163,yngve lindegren,Örgryte IS,1940,2,1,https://goteborgsalliansen.se/spelare/Yngve-Lindegren_163,1912-04-26
250,leif linderoth,GAIS,1957,4,0,https://goteborgsalliansen.se/spelare/Leif-Linderoth_250,1936-01-31
264,roland lindqvist,Örgryte IS,"1960,1961,1962",3,3,https://goteborgsalliansen.se/spelare/Roland-Lindqvist_264,1939-08-19
363,stefan lindqvist,IFK Göteborg,1992,1,0,https://goteborgsalliansen.se/spelare/Stefan-Lindqvist_363,1967-03-18
199,stig lindqvist,GAIS,1948,1,1,https://goteborgsalliansen.se/spelare/Stig-Lindqvist_199,1918-08-17
94,gunnar löfgren,IFK Göteborg,"1932,1934,1937",5,0,https://goteborgsalliansen.se/spelare/Gunnar-L%C3%B6fgren_94,1910-11-30
142,stig löfgren,IFK Göteborg,1937,1,2,https://goteborgsalliansen.se/spelare/Stig-L%C3%B6fgren_142,1919-04-30
165,rune ludvigsson,Gårda BK,1942,1,0,https://goteborgsalliansen.se/spelare/Rune-Ludvigsson_165,1922-10-06
214,arne lund,GAIS,1951,3,0,https://goteborgsalliansen.se/spelare/Arne-Lund_214,1926-05-24
29,valdus lund,IFK Göteborg,"1921,1922,1923,1924",13,1,https://goteborgsalliansen.se/spelare/Valdus-Lund_29,1895-04-04
149,helmer lundgren,GAIS,1938,1,0,https://goteborgsalliansen.se/spelare/Helmer-Lundgren_149,1914-05-16
13,herbert lundgren,GAIS,"1925,1926,1927,1928,1929,1931,1932,1933,1934",22,0,https://goteborgsalliansen.se/spelare/Herbert-Lundgren_13,1902-03-20
226,arne lundqvist,IFK Göteborg,1953,2,1,https://goteborgsalliansen.se/spelare/Arne-Lundqvist_226,1926-10-10
65,evert lundqvist,Örgryte IS,"1923,1925,1926,1927,1928",14,2,https://goteborgsalliansen.se/spelare/Evert-Lundqvist_65,1900-02-27
372,thomas madsen,Örgryte IS,1993,1,0,https://goteborgsalliansen.se/spelare/Thomas-Madsen_372,1962-01-19
31,harry magnusson,Örgryte IS,1922,3,0,https://goteborgsalliansen.se/spelare/Harry-Magnusson_31,1893-09-22
129,fridolf martinsson,Örgryte IS,"1935,1936",2,4,https://goteborgsalliansen.se/spelare/Fridolf-Martinsson_129,1914-07-21
101,allan mattiasson,GAIS,1931,1,2,https://goteborgsalliansen.se/spelare/Allan-Mattiasson_101,1908-03-08
322,bo mattsson,Örgryte IS,1971,1,0,https://goteborgsalliansen.se/spelare/Bo-Mattsson_322,1949-06-21
256,bror mellberg,AIK,1958,1,0,https://goteborgsalliansen.se/spelare/Bror-Mellberg_256,1923-12-09
359,håkan mild,IFK Göteborg,"1992,1993",2,0,https://goteborgsalliansen.se/spelare/H%C3%A5kan-Mild_359,1971-06-14
161,bengt mossberg,IFK Göteborg,1940,3,0,https://goteborgsalliansen.se/spelare/Bengt-Mossberg_161,1920-12-30
287,göran nicklasson,IFK Göteborg,"1965,1966,1969,1970,1971,1972",9,2,https://goteborgsalliansen.se/spelare/G%C3%B6ran-Nicklasson_287,1942-08-20
305,donald niklasson,IFK Göteborg,"1968,1969,1970,1972",4,0,https://goteborgsalliansen.se/spelare/Donald-Niklasson_305,1947-01-12
347,erik nilsson,IFK Göteborg,1979,1,0,https://goteborgsalliansen.se/spelare/Erik-Nilsson_347,1954-11-04
102,harry nilsson,GAIS,1929,1,0,https://goteborgsalliansen.se/spelare/Harry-Nilsson_102,1905-09-19
72,john nilsson,GAIS,"1930,1931,1932,1933",7,1,https://goteborgsalliansen.se/spelare/John-Nilsson_72,1908-04-27
253,lennart nilsson i,IFK Göteborg,"1957,1958,1959,1960,1961,1962,1963",12,0,https://goteborgsalliansen.se/spelare/Lennart-Nilsson+I_253,1937-04-19
380,lennart nilsson ii,IFK Göteborg,1988,1,0,https://goteborgsalliansen.se/spelare/Lennart-Nilsson+II_380,1959-01-01
358,morgan nilsson,GAIS,"1992,1993",2,0,https://goteborgsalliansen.se/spelare/Morgan-Nilsson_358,1971-04-03
176,ove nilsson,Örgryte IS,"1945,1946",4,0,https://goteborgsalliansen.se/spelare/Ove-Nilsson_176,1918-08-17
234,sixten nilsson,GAIS,"1955,1956",2,0,https://goteborgsalliansen.se/spelare/Sixten-Nilsson_234,1931-01-05
342,torbjörn nilsson,IFK Göteborg,1975,1,1,https://goteborgsalliansen.se/spelare/Torbj%C3%B6rn-Nilsson_342,1954-07-09
343,björn nordqvist,IFK Göteborg,1975,1,0,https://goteborgsalliansen.se/spelare/Bj%C3%B6rn-Nordqvist_343,1942-10-06
374,roger nordstrand,Örgryte IS,1993,1,0,https://goteborgsalliansen.se/spelare/Roger-Nordstrand_374,1973-05-20
316,jan nordström,FC Groningen,1971,1,0,https://goteborgsalliansen.se/spelare/Jan-Nordstr%C3%B6m_316,1944-12-19
316,jan nordström,FC Groningen,1971,1,0,https://goteborgsalliansen.se/spelare/Jan-Nordstr%C3%B6m_316,1944-12-19
316,jan nordström,IFK Göteborg,"1974,1975",3,0,https://goteborgsalliansen.se/spelare/Jan-Nordstr%C3%B6m_316,1944-12-19
316,jan nordström,IFK Göteborg,"1974,1975",3,0,https://goteborgsalliansen.se/spelare/Jan-Nordstr%C3%B6m_316,1944-12-19
109,per nordström,Örgryte IS,"1931,1932,1933,1934",8,3,https://goteborgsalliansen.se/spelare/Per-Nordstr%C3%B6m_109,1913-09-07
240,Åke norén,IFK Göteborg,"1955,1956,1957",6,0,https://goteborgsalliansen.se/spelare/%C3%85ke-Nor%C3%A9n_240,1928-09-26
117,arne nyberg,IFK Göteborg,"1932,1934,1937,1938,1939,1940,1942,1944,1945,1946,1948",17,8,https://goteborgsalliansen.se/spelare/Arne-Nyberg_117,1913-06-20
259,yngve nykvist,GAIS,1960,1,0,https://goteborgsalliansen.se/spelare/Yngve-Nykvist_259,1934-11-19
222,hans-eje nylander,Örgryte IS,1952,1,0,https://goteborgsalliansen.se/spelare/Hans-Eje-Nylander_222,1928-03-11
85,hugo Ödvall,Örgryte IS,"1927,1928",2,0,https://goteborgsalliansen.se/spelare/Hugo-%C3%96dvall_85,1904-09-12
254,owe ohlsson,IFK Göteborg,"1957,1960,1962,1963,1964",12,5,https://goteborgsalliansen.se/spelare/Owe-Ohlsson_254,1938-08-19
331,reine olausson,IFK Göteborg,"1974,1975",2,1,https://goteborgsalliansen.se/spelare/Reine-Olausson_331,1949-04-23
261,lars olofsson,Örgryte IS,1960,1,0,https://goteborgsalliansen.se/spelare/Lars-Olofsson_261,1937-01-30
195,per olofsson,Örgryte IS,1948,1,0,https://goteborgsalliansen.se/spelare/Per-Olofsson_195,
19,albert olsson,GAIS,"1921,1922,1924,1925,1926,1927,1928,1929",26,10,https://goteborgsalliansen.se/spelare/Albert-Olsson_19,1896-11-28
98,arvid olsson,Örgryte IS,"1925,1929",2,0,https://goteborgsalliansen.se/spelare/Arvid-Olsson_98,1903-01-20
159,axel olsson,IFK Göteborg,1940,3,0,https://goteborgsalliansen.se/spelare/Axel-Olsson_159,1910-11-06
346,dennis olsson,Örgryte IS,1979,1,0,https://goteborgsalliansen.se/spelare/Dennis-Olsson_346,1957-05-14
105,gunnar olsson,GAIS,"1930,1932,1933,1934",9,4,https://goteborgsalliansen.se/spelare/Gunnar-Olsson_105,1908-07-19
225,hasse olsson,GAIS,"1953,1954,1955,1956,1957,1958",18,8,https://goteborgsalliansen.se/spelare/Hasse-Olsson_225,1930-11-15
293,jan olsson,GAIS,"1966,1967,1968,1971",4,0,https://goteborgsalliansen.se/spelare/Jan-Olsson_293,1944-03-18
24,karl olsson,IFK Göteborg,"1920,1921",4,1,https://goteborgsalliansen.se/spelare/Karl-Olsson_24,1892-09-02
192,lars-hugo olsson,Örgryte IS,1948,3,0,https://goteborgsalliansen.se/spelare/Lars-Hugo-Olsson_192,1919-08-18
184,nils olsson,Örgryte IS,1948,3,0,https://goteborgsalliansen.se/spelare/Nils-Olsson_184,1921-12-04
326,börje oskarsson,IFK Göteborg,"1971,1972",2,0,https://goteborgsalliansen.se/spelare/B%C3%B6rje-Oskarsson_326,1950-07-04
329,dan Östlund,IFK Göteborg,1972,1,0,https://goteborgsalliansen.se/spelare/Dan-%C3%96stlund_329,1947-01-06
84,ernst Östlund,IFK Göteborg,"1925,1926,1927,1929",6,0,https://goteborgsalliansen.se/spelare/Ernst-%C3%96stlund_84,1899-12-09
323,lennart ottordahl,Örgryte IS,"1971,1972",3,0,https://goteborgsalliansen.se/spelare/Lennart-Ottordahl_323,1949-04-18
323,lennart ottordahl,Örgryte IS,"1971,1972",3,0,https://goteborgsalliansen.se/spelare/Lennart-Ottordahl_323,1949-04-18
323,lennart ottordahl,IFK Göteborg,1975,2,0,https://goteborgsalliansen.se/spelare/Lennart-Ottordahl_323,1949-04-18
323,lennart ottordahl,IFK Göteborg,1975,2,0,https://goteborgsalliansen.se/spelare/Lennart-Ottordahl_323,1949-04-18
172,ragnvald pålsson,IFK Göteborg,"1944,1946,1948",3,0,https://goteborgsalliansen.se/spelare/Ragnvald-P%C3%A5lsson_172,1917-07-27
303,sten pålsson,GAIS,"1968,1970,1971,1975,1979",9,2,https://goteborgsalliansen.se/spelare/Sten-P%C3%A5lsson_303,1945-12-04
50,gunnar paulsson,GAIS,"1921,1923,1924,1926",7,5,https://goteborgsalliansen.se/spelare/Gunnar-Paulsson_50,1901-01-23
268,Örjan persson,Örgryte IS,"1962,1963,1964,1970,1971,1972",10,0,https://goteborgsalliansen.se/spelare/%C3%96rjan-Persson_268,1942-08-27
325,sune persson,GAIS,"1971,1974,1975",4,0,https://goteborgsalliansen.se/spelare/Sune-Persson_325,1945-11-29
307,rolf petersson,IFK Göteborg,1969,1,0,https://goteborgsalliansen.se/spelare/Rolf-Petersson_307,1945-01-25
368,thomas ravelli,IFK Göteborg,1993,1,0,https://goteborgsalliansen.se/spelare/Thomas-Ravelli_368,1959-08-13
371,stefan rehn,IFK Göteborg,1993,1,0,https://goteborgsalliansen.se/spelare/Stefan-Rehn_371,1966-09-22
80,gunnar reis,IFK Göteborg,"1931,1932,1933,1934",6,3,https://goteborgsalliansen.se/spelare/Gunnar-Reis_80,1911-09-22
167,sixten rosenqvist,GAIS,"1942,1945,1946,1947,1948,1949,1950",15,0,https://goteborgsalliansen.se/spelare/Sixten-Rosenqvist_167,1918-12-14
75,anders rydberg,IFK Göteborg,"1924,1925,1926,1927,1928,1929,1931,1932,1933,1934,1936",25,0,https://goteborgsalliansen.se/spelare/Anders-Rydberg_75,1903-03-03
8,gunnar rydberg,IFK Göteborg,"1921,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934",27,12,https://goteborgsalliansen.se/spelare/Gunnar-Rydberg_8,1900-08-09
187,ingvar rydell,Billingsfors IK,1946,1,1,https://goteborgsalliansen.se/spelare/Ingvar-Rydell_187,1922-06-20
57,sven rydell,Örgryte IS,"1923,1925,1926,1927,1928,1929,1930,1931,1932,1933",27,10,https://goteborgsalliansen.se/spelare/Sven-Rydell_57,1905-01-14
38,gustaf samuelsson,GAIS,1921,1,0,https://goteborgsalliansen.se/spelare/Gustaf-Samuelsson_38,
279,hasse samuelsson,GAIS,"1963,1968,1969",3,1,https://goteborgsalliansen.se/spelare/Hasse-Samuelsson_279,1941-06-11
67,herbert samuelsson,IFK Göteborg,"1926,1928,1929,1930,1931,1932",12,0,https://goteborgsalliansen.se/spelare/Herbert-Samuelsson_67,1905-02-20
297,yngve samuelsson,GAIS,"1967,1969,1971",5,0,https://goteborgsalliansen.se/spelare/Yngve-Samuelsson_297,1941-02-12
169,carl-erik sandberg,Malmö FF,1942,1,0,https://goteborgsalliansen.se/spelare/Carl-Erik-Sandberg_169,1919-01-13
28,mauritz sandberg,IFK Göteborg,1921,4,0,https://goteborgsalliansen.se/spelare/Mauritz-Sandberg_28,1895-11-15
63,herbert sandström,IFK Göteborg,1923,1,1,https://goteborgsalliansen.se/spelare/Herbert-Sandstr%C3%B6m_63,1900-11-11
126,henry schéele,Örgryte IS,1934,1,2,https://goteborgsalliansen.se/spelare/Henry-Sch%C3%A9ele_126,1909-05-08
164,Åke schön,GAIS,1940,2,2,https://goteborgsalliansen.se/spelare/%C3%85ke-Sch%C3%B6n_164,1920-04-16
233,vilgot schwartz,Örgryte IS,"1955,1956,1957,1958,1960,1962,1965",15,0,https://goteborgsalliansen.se/spelare/Vilgot-Schwartz_233,1936-03-11
181,bertil sernros,GAIS,"1945,1946,1947,1948,1952,1953,1954",16,0,https://goteborgsalliansen.se/spelare/Bertil-Sernros_181,1921-04-20
252,agne simonsson,Örgryte IS,"1957,1958,1959,1960,1964,1965,1966,1968",15,11,https://goteborgsalliansen.se/spelare/Agne-Simonsson_252,1935-10-19
188,andreas sjöberg,Örgryte IS,1947,1,0,https://goteborgsalliansen.se/spelare/Andreas-Sj%C3%B6berg_188,1923-11-10
103,bertil sjöberg,Örgryte IS,1930,1,1,https://goteborgsalliansen.se/spelare/Bertil-Sj%C3%B6berg_103,1910-05-16
203,sven sjöblom,IFK Göteborg,1949,1,0,https://goteborgsalliansen.se/spelare/Sven-Sj%C3%B6blom_203,1929-01-29
355,niclas sjöstedt,Örgryte IS,1992,1,0,https://goteborgsalliansen.se/spelare/Niclas-Sj%C3%B6stedt_355,1964-10-23
174,göte sjösten,GAIS,1944,1,0,https://goteborgsalliansen.se/spelare/G%C3%B6te-Sj%C3%B6sten_174,1918-01-19
51,vallentin skoglund,IFK Göteborg,1921,1,0,https://goteborgsalliansen.se/spelare/Vallentin-Skoglund_51,1896-06-22
282,jens söderberg,Örgryte IS,1964,1,0,https://goteborgsalliansen.se/spelare/Jens-S%C3%B6derberg_282,1938-10-22
158,gösta stenberg,Örgryte IS,1939,1,0,https://goteborgsalliansen.se/spelare/G%C3%B6sta-Stenberg_158,1918-06-22
137,kurt svanström,Örgryte IS,"1936,1937,1938,1939,1944",5,2,https://goteborgsalliansen.se/spelare/Kurt-Svanstr%C3%B6m_137,1915-03-24
232,tord svanström,Örgryte IS,1955,1,0,https://goteborgsalliansen.se/spelare/Tord-Svanstr%C3%B6m_232,1928-09-16
243,allan svantesson,IFK Göteborg,1950,1,0,https://goteborgsalliansen.se/spelare/Allan-Svantesson_243,1928-06-01
281,anders svensson,Örgryte IS,"1964,1965,1966",5,0,https://goteborgsalliansen.se/spelare/Anders-Svensson_281,1939-03-27
114,gösta svensson,GAIS,"1932,1933",3,0,https://goteborgsalliansen.se/spelare/G%C3%B6sta-Svensson_114,1904-01-04
310,harry svensson,IFK Göteborg,"1969,1970",2,0,https://goteborgsalliansen.se/spelare/Harry-Svensson_310,1945-06-11
23,henning svensson,IFK Göteborg,"1920,1921,1922,1923,1924",16,0,https://goteborgsalliansen.se/spelare/Henning-Svensson_23,1891-10-13
283,ingvar svensson,IFK Göteborg,"1964,1965,1968",4,0,https://goteborgsalliansen.se/spelare/Ingvar-Svensson_283,1939-12-16
140,mårten svensson,Örgryte IS,"1937,1938",2,0,https://goteborgsalliansen.se/spelare/M%C3%A5rten-Svensson_140,1917-10-11
369,ola svensson,IFK Göteborg,1993,1,0,https://goteborgsalliansen.se/spelare/Ola-Svensson_369,1964-04-06
21,torsten svensson,GAIS,"1921,1922,1923,1925,1927",9,7,https://goteborgsalliansen.se/spelare/Torsten-Svensson_21,1901-10-08
138,Åke tholander,GAIS,1936,1,1,https://goteborgsalliansen.se/spelare/%C3%85ke-Tholander_138,1914-10-21
111,karl thorin,Örgryte IS,"1931,1932",4,0,https://goteborgsalliansen.se/spelare/Karl-Thorin_111,1904-05-30
193,curt thorstensson,GAIS,"1948,1949,1950,1952,1953",8,0,https://goteborgsalliansen.se/spelare/Curt-Thorstensson_193,1925-01-07
90,bertil thulin,GAIS,"1926,1929",2,1,https://goteborgsalliansen.se/spelare/Bertil-Thulin_90,1903-05-16
5,konrad törnqvist,IFK Göteborg,1921,3,0,https://goteborgsalliansen.se/spelare/Konrad-T%C3%B6rnqvist_5,1888-07-17
212,bengt vikström,Örgryte IS,1950,1,0,https://goteborgsalliansen.se/spelare/Bengt-Vikstr%C3%B6m_212,1927-10-22
299,berth wåhlin,Örgryte IS,1967,1,0,https://goteborgsalliansen.se/spelare/Berth-W%C3%A5hlin_299,1941-04-08
124,bror wahlström,GAIS,1934,2,0,https://goteborgsalliansen.se/spelare/Bror-Wahlstr%C3%B6m_124,1907-03-03
375,jens wålemark,Örgryte IS,1993,1,0,https://goteborgsalliansen.se/spelare/Jens-W%C3%A5lemark_375,1966-07-31
291,lennart wallin,IFK Göteborg,"1965,1966,1967,1968",4,0,https://goteborgsalliansen.se/spelare/Lennart-Wallin_291,1942-09-29
115,viktor wallin,IFK Göteborg,1932,1,0,https://goteborgsalliansen.se/spelare/Viktor-Wallin_115,1911-12-30
289,leif wendt,GAIS,"1965,1966",3,1,https://goteborgsalliansen.se/spelare/Leif-Wendt_289,1942-03-05
1,gunnar wenzel,IFK Göteborg,1921,3,0,https://goteborgsalliansen.se/spelare/Gunnar-Wenzel_1,1898-09-27
18,rune wenzel,GAIS,"1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931",41,4,https://goteborgsalliansen.se/spelare/Rune-Wenzel_18,1901-01-04
132,gustaf werner,IFK Göteborg,1936,2,0,https://goteborgsalliansen.se/spelare/Gustaf-Werner_132,1911-11-27
334,kenneth wessberg,GAIS,"1974,1975",2,1,https://goteborgsalliansen.se/spelare/Kenneth-Wessberg_334,1950-04-25
260,rolf wetterlind,Örgryte IS,"1960,1961,1962,1964,1965",11,0,https://goteborgsalliansen.se/spelare/Rolf-Wetterlind_260,1933-04-12
257,lennart wing,Örgryte IS,"1959,1960,1961,1962,1963,1964,1967,1968",12,0,https://goteborgsalliansen.se/spelare/Lennart-Wing_257,1935-08-07
251,nils wiréen,GAIS,1957,1,0,https://goteborgsalliansen.se/spelare/Nils-Wir%C3%A9en_251,1936-07-13
370,leif ytterell,Örgryte IS,1993,1,0,https://goteborgsalliansen.se/spelare/Leif-Ytterell_370,1964-11-25
14,gunnar zacharoff,GAIS,"1927,1928,1929,1930,1931,1932,1935",13,0,https://goteborgsalliansen.se/spelare/Gunnar-Zacharoff_14,1902-01-06
76,harry zachrisson,Örgryte IS,"1929,1930,1931,1932,1933,1934,1935,1936",20,0,https://goteborgsalliansen.se/spelare/Harry-Zachrisson_76,1906-06-21
22,robert zander,Örgryte IS,"1920,1921,1922,1923,1925,1926",27,0,https://goteborgsalliansen.se/spelare/Robert-Zander_22,1895-09-18
